 ""run rogue"", ""run riot""",
171734,00384451,v,10,"make clear, bright, light, or translucent: ""The water had to be cleared through filtering""",
171735,00384612,v,10,"change pace: ""The dancers broke into a cha-cha""; ""The horse broke into a gallop""",
171736,00384768,v,10,"make unnecessary an expenditure or effort: ""This will save money""; ""I'll save you the trouble""; ""This will save you a lot of time""",
171737,00384987,v,10,"direct one's interest or attention towards; go into; ""The pedophile turned to boys for satisfaction""; ""People turn to mysticism at the turn of a millenium""",
171738,00385197,v,10,"""This project developed into a nightmare""; ""The nice girl he had married grew into a shrew""",
171739,00385378,v,10,"invigorate or heighten: ""lift my spirits"", ""lift his ego""",
171740,00385513,v,10,"lay aside, abandon, or leave for another: ""switch to a different brand of beer""; ""She switched psychiatrists""; ""The car changed lanes""",
171741,00385870,v,10,"become deeper in tone: ""His voice began to change when he was 12 years old""",
171742,00386000,v,10,"change suddenly from one tone quality or register to another: ""Her voice broke to a whisper when she started to talk about her children""",
171743,00386199,v,10,"switch channels, on television",2606
171744,00386306,v,10,"make effective, as of a drug",
171745,00386400,v,10,make more dynamic,
171746,00386499,v,10,"become concrete, as of an idea in the mind",
171747,00386609,v,10,make more subtle or refined,
171748,00386724,v,10,make volatile; cause to pass off in a vapor,2111
171749,00386843,v,10,make uniform,
171750,00386939,v,10,make symmetric,
171751,00387029,v,10,undergo decay or decomposition,
171752,00387176,v,10,make famous for ever,
171753,00387297,v,10,"transpose and remain equal in value; of variables or operators, in mathematics: ""These operators commute with each other""",2873
171754,00387503,v,10,become fused,
171755,00387583,v,10,make (alcohol) unfit for drinking without impairing usefulness for other purposes,1957
171756,00387730,v,10,"modify (as a native protein) esp. by heat, acid, alkali, or ultraviolet radiation so that all of the original properties are removed or diminished","2111,2158"
171757,00387942,v,10,add nonfissionable material to (fissionable material) so as to make unsuitable for use in an atomic bomb,2097
171758,00388112,v,10,"throw into disorder: ""This event disrupted the orderly process""",
171759,00388246,v,10,"make less offensive or more acceptable by removing objectionable features: ""sanitize a document before releasing it to the press""; ""sanitize history""; ""sanitize the language in a book""",
171760,00388496,v,10,"make into a verb: """"mouse"""" has been verbified"" by computer users""",1969
171761,00388627,v,10,incorporate (attitudes or ideas) into one's personality unconsciously,1502
171762,00388763,v,10,"increase in size, magnitude, number, or intensity: ""The music swelled to a crescendo""",
171763,00388919,v,10,"transfer from one place or period to another: ""The ancient Greek story was transplanted into Modern America""",
171764,00389126,v,10,"move from one setting or context to another: ""shift the emphasis""; ""shift one's attention""",
171765,00389297,v,10,"change in quality: ""His tone shifted""",
171766,00389405,v,10,"remove with or as if with a brush: ""brush away the crumbs"" ; ""brush aside the objections""",
171767,00389557,v,10,"cause to undergo a process in which atoms are removed: ""The solar wind protons must sputter away the surface atoms of the dust""",2097
171768,00389749,v,10,"as of electronic signals: ""mixing sounds""",2536
171769,00389851,v,10,"convert the genetic information in (a strand of DNA) into a strand of RNA, esp. messenger RNA; in biochemistry",2168
171770,00390029,v,10,"bring or lead someone to a certain action or condition: ""She was drawn to despair""; ""The President refused to be drawn into delivering an ultimatum""",
171771,00390255,v,10,"change from one form into another: ""make water into wine""; ""make lead into gold""; ""make clay into bricks""",
171772,00390422,v,10,"add impurities to (a semiconductor) in order to produce or modify its properties; in electronics: ""The resistors have been doped""",2107
171773,00390613,v,10,"change drastically ""his mood swings""; ""the market is swinging up and down""",
171774,00390768,v,10,"be seized in a specified way: ""take sick"", ""be taken drunk""",
171775,00390889,v,10,"bring (a surface, a design, etc.) into relief and cause to project; ""raised edges""",
171776,00391042,v,10,"remove by the application of water or other liquid and soap or some other cleaning agent: ""he washed the dirt from his coat""",
171777,00391251,v,10,"become quiet or less intensive: ""the fighting lulled for a moment""",
171778,00391391,v,10,"render helpless or defenseless: ""They prostrated the enemy""",
171779,00391525,v,10,"develop further: ""We are advancing technology every day""",
171780,00391654,v,10,"come into being: ""light broke over the horizon""; ""Voices broke in the air""",
171781,00391791,v,10,"become resolved, fixed, established, or quiet: ""The roar settled to a thunder""; ""The wind settled in the West""; ""it is settling to rain""; ""A cough settled in her chest""; ""Her mood settled into lethargy""",
171782,00392081,v,10,"produce a magnetic field in: ""excite the neurons""",2107
171783,00392202,v,10,"raise to a higher energy level: ""excite the atoms""",2097
171784,00392335,v,10,"become injured, broken, or distorted by pressure: ""The plastic bottle crushed against the wall""",
171785,00392502,v,10,"bring to a specified condition by or as if by shaking: ""He was shaken from his dreams""",
171786,00392659,v,10,"make unfashionable, outdated, or obsolete: ""Modern ways of cooking have outmoded the hearth""",
171787,00392824,v,10,"make more interesting or flavorful, either in the literal or in a metaphorical sense: ""Spice the soup""; ""Spice up the evening by inviting a belly dancer""",
171788,00393066,v,10,"prove insufficient: ""The water supply for the town failed after a long drought""",
171789,00393210,v,10,"pass abruptly from one state or topic to another: ""leap into fame""; ""jump to a conclusion""",
171790,00393378,v,10,"shift to a counterclockwise direction, of the wind",2119
171791,00393490,v,10,"make short or shorter: ""shorten the skirt""; ""shorten the rope by a few inches""",
171792,00393651,v,10,"shorten as if by severing the edges or ends of: ""cut my hair""",
171793,00393809,v,10,"be cast down: ""his eyes fell""",
171794,00393900,v,10,"assume a disappointed or sad expression: ""Her face fell when she heard that she would be laid off""",
171795,00394060,v,10,"become used up; be exhausted: ""Our supplies finally ran out""",
171796,00394186,v,10,"exhaust the supply of: ""We ran out of time just as the discussion was getting interesting""",
171797,00394359,v,10,"bring into a given condition by mental preoccupation: ""She thought herself into a state of panic over the final exam""",
171798,00394539,v,10,"favor the development of: ""Practice makes the winner""",
171799,00394654,v,10,"cause to be enjoyable or pleasurable: ""make my day""",
171800,00394775,v,10,"reduce or cut back the amount or availability of, creating a decline in value or prices: ""deflate the currency""",
171801,00394977,v,10,"increase the amount or availability of, creating a rise in value: ""inflate the currency""",
171802,00395156,v,10,"produce deflation in: ""The new measures deflated the economy""",1753
171803,00395300,v,10,"cause prices to rise by increasing the available currency or credit: ""The war inflated the economy""",1753
171804,00395482,v,10,"divide (a disk) into marked sectors so that it may store data; ""Please format this disk before entering data!""",1355
171805,00395669,v,10,"put into digital form: ""She bought device to digitize the data""",1355
171806,00395807,v,10,undergo hydrolysis; decompose by reacting with water,
171807,00395938,v,10,cause to undergo hydrolysis ;make a compound react with water,
171808,00396086,v,10,"become folded: ""The bed folds in a jiffy""",
171809,00396217,v,10,"become wrinkled or crumpled or creased: ""This fabric won't wrinkle""",
171810,00396387,v,10,"convert into gelatinous form or jelly: ""hot water will gelatinize starch""",
171811,00396554,v,10,"become gelatinous or change into a jelly: ""the starch gelatinized when it was heated""",
171812,00396725,v,10,coat with gelatin,
171813,00396818,v,10,"change texture so as to become matted and felt-like; ""The fabric felted up after several washes""",
171814,00397001,v,10,cause genetic recombination,2168
171815,00397095,v,10,undergo genetic recombination,2168
171816,00397191,v,10,"get the meaning of something: ""Do you comprehend the meaning of this letter?""",
171817,00397486,v,10,"to try to avoid detection esp. by police; ""After we knock off that liquor store we'll have to lay low for a while.""",1802
